line,mating_status,fusion_id,c_i,T_i_1a,direction_cis,direction_trans
r443,V,F26657_SI,0.0489928731,-0.164025248,+,-
r491,V,F26657_SI,0.0659358341,0.1670400581,+,+
r517,V,F26657_SI,0.0406861638,-0.374828469,+,-
r732,V,F26657_SI,0.0361714912,-0.336560749,+,-
r737,V,F26657_SI,-0.08915999,0.069565315,-,+
r799,V,F26657_SI,0.0833300871,0.3668634398,+,+
r820,V,F26657_SI,0.0061915105,-0.131083184,+,-
r83,V,F26657_SI,0.1153467973,-0.216498033,+,-
r85,V,F26657_SI,0.0529896498,-0.196944316,+,-
w114,V,F26657_SI,-0.034582653,0.1713042339,-,+
w38,V,F26657_SI,0.0903688474,0.063534211,+,+
w47,V,F26657_SI,-0.201326782,0.53161392,-,+
w52,V,F26657_SI,0.0363113078,-0.302507871,+,-
w55,V,F26657_SI,-0.003232273,-0.20778861,-,-
w59,V,F26657_SI,0.0401896395,0.3534152883,+,+
w64,V,F26657_SI,0.0889345715,0.0855280784,+,+
w67,V,F26657_SI,-0.080889179,0.1881849146,-,+
w68,V,F26657_SI,0.0195909464,-0.1491154,+,-
w76,V,F26657_SI,-0.155579774,0.0620215291,-,+
w79,V,F26657_SI,-0.071426512,0.0436064851,-,+
r335,M,F26668_SI,0.0397275005,-0.340294552,+,-
r340,M,F26668_SI,0.0852113042,-0.13781496,+,-
r360,M,F26668_SI,-0.269538992,0.2061921488,-,+
r426,M,F26668_SI,0.0446525437,-0.010788014,+,-
r491,M,F26668_SI,0.2332933891,0.8662660093,+,+
r502,M,F26668_SI,0.0131904833,-0.045951494,+,-
r810,M,F26668_SI,-0.000885041,-0.267426202,-,-
r820,M,F26668_SI,0.0252199212,-0.035185942,+,-
r85,M,F26668_SI,0.0147294408,-0.123963908,+,-
w38,M,F26668_SI,-0.141869541,-0.051559481,-,-
w52,M,F26668_SI,-0.003648308,-0.092693207,-,-
w59,M,F26668_SI,0.0885610277,0.4850670367,+,+
w64,M,F26668_SI,0.0143420692,-0.118603322,+,-
w67,M,F26668_SI,-0.184000366,0.0355311406,-,+
w68,M,F26668_SI,0.0306699638,-0.356580875,+,-
w79,M,F26668_SI,0.0103446032,-0.01219438,+,-
r335,V,F26668_SI,0.041853204,-0.330427446,+,-
r340,V,F26668_SI,0.0641285714,-0.173549104,+,-
r360,V,F26668_SI,-0.232264609,0.1339525892,-,+
r426,V,F26668_SI,0.0306593341,-0.07024809,+,-
r491,V,F26668_SI,0.1992528397,0.8471927409,+,+
r502,V,F26668_SI,0.0400153893,-0.05122723,+,-
r810,V,F26668_SI,0.011569952,-0.271761539,+,-
r820,V,F26668_SI,0.0158509846,-0.028018833,+,-
r85,V,F26668_SI,0.0271259398,-0.079642059,+,-
w38,V,F26668_SI,-0.169217623,0.0045346051,-,+
w52,V,F26668_SI,0.0075695785,-0.096776855,+,-
w59,V,F26668_SI,0.089329781,0.6013578399,+,+
w64,V,F26668_SI,0.0193470107,-0.141532278,+,-
w67,V,F26668_SI,-0.196775489,0.0624012876,-,+
w68,V,F26668_SI,0.0393354538,-0.369073665,+,-
w79,V,F26668_SI,0.0122196818,-0.037181965,+,-
r101,M,F26682_SI,0.0344543027,-0.017733995,+,-
r208,M,F26682_SI,0.0337475834,-0.075402292,+,-
r280,M,F26682_SI,0.0407167722,0.0400783898,+,+
r315,M,F26682_SI,-0.164120058,0.1490527488,-,+
r324,M,F26682_SI,0.0429645245,-0.065357841,+,-
r335,M,F26682_SI,0.0105450839,-0.289951628,+,-
r350,M,F26682_SI,-0.010001511,-0.074210009,-,-
r357,M,F26682_SI,0.000291398,-0.091875318,+,-
r358,M,F26682_SI,0.060670956,-0.112310888,+,-
r360,M,F26682_SI,0.0649193018,-0.140890374,+,-
r365,M,F26682_SI,0.0764059114,0.2586065245,+,+
r373,M,F26682_SI,0.1242192735,-0.13224634,+,-
r374,M,F26682_SI,0.051414435,-0.327606327,+,-
r380,M,F26682_SI,0.0439263957,-0.083240379,+,-
r427,M,F26682_SI,0.0562508291,0.267406532,+,+
r502,M,F26682_SI,-0.015623372,0.1529589988,-,+
r517,M,F26682_SI,0.0778454851,0.3100390397,+,+
r737,M,F26682_SI,0.022399245,-0.044897023,+,-
r799,M,F26682_SI,-0.003921475,-0.116407462,-,-
r820,M,F26682_SI,0.0342561405,-0.297165326,+,-
r85,M,F26682_SI,0.0642752264,-0.032207156,+,-
r857,M,F26682_SI,-0.01044677,-0.074266579,-,-
w38,M,F26682_SI,-0.250622841,0.1751703386,-,+
w47,M,F26682_SI,-0.206535975,0.4416351663,-,+
w52,M,F26682_SI,-0.06666672,0.2259056404,-,+
w55,M,F26682_SI,-0.080703778,-0.123960228,-,-
w59,M,F26682_SI,0.0888094841,-0.03588157,+,-
w64,M,F26682_SI,0.0948932052,-0.178163318,+,-
w76,M,F26682_SI,-0.214363054,0.2929206733,-,+
r101,V,F26682_SI,-0.023429258,0.1573912466,-,+
r208,V,F26682_SI,0.0558647988,-0.019555023,+,-
r280,V,F26682_SI,0.0399329449,-0.047621925,+,-
r315,V,F26682_SI,-0.235502688,0.2399420859,-,+
r324,V,F26682_SI,0.0899799373,-0.074312293,+,-
r335,V,F26682_SI,0.002586199,-0.278644193,+,-
r350,V,F26682_SI,-0.074385437,0.0359111404,-,+
r357,V,F26682_SI,-0.028347273,0.003213133,-,+
r358,V,F26682_SI,0.020123693,-0.070855126,+,-
r360,V,F26682_SI,0.0541808196,-0.0833217,+,-
r365,V,F26682_SI,-0.01748467,0.2657078517,-,+
r373,V,F26682_SI,0.1057260288,-0.197934059,+,-
r374,V,F26682_SI,0.0286810256,-0.291485484,+,-
r380,V,F26682_SI,0.0561582035,-0.114541629,+,-
r427,V,F26682_SI,0.0271424312,0.2101213373,+,+
r502,V,F26682_SI,0.0363555202,0.0270263978,+,+
r517,V,F26682_SI,0.1572708781,0.17116819,+,+
r737,V,F26682_SI,0.0199344918,-0.036916349,+,-
r799,V,F26682_SI,0.0015702338,-0.036263931,+,-
r820,V,F26682_SI,-0.005698057,-0.224638153,-,-
r85,V,F26682_SI,0.1263207895,-0.139257264,+,-
r857,V,F26682_SI,0.0154190245,-0.102028326,+,-
w38,V,F26682_SI,-0.164944277,0.0482887411,-,+
w47,V,F26682_SI,-0.160502688,0.2769691129,-,+
w52,V,F26682_SI,0.0076925308,0.1440150829,+,+
w55,V,F26682_SI,0.0071796531,-0.213584874,+,-
w59,V,F26682_SI,0.0365693839,0.0642921502,+,+
w64,V,F26682_SI,0.037872209,-0.101108614,+,-
w76,V,F26682_SI,-0.216266448,0.388022474,-,+
r101,M,F26693_SI,0.0571969199,0.1046401325,+,+
r208,M,F26693_SI,-0.003868724,0.0525012229,-,+
r315,M,F26693_SI,-0.047783842,0.0155585944,-,+
r324,M,F26693_SI,-0.050945092,0.0230885798,-,+
r335,M,F26693_SI,0.0079526141,0.0009260593,+,+
r340,M,F26693_SI,0.0056922166,-0.023357147,+,-
r350,M,F26693_SI,-0.022533291,-0.02072709,-,-
r357,M,F26693_SI,-0.004901067,-0.031526637,-,-
r358,M,F26693_SI,0.0068701244,-0.0552878,+,-
r360,M,F26693_SI,-0.009344277,-0.028063656,-,-
r365,M,F26693_SI,-0.002744421,-0.02174623,-,-
r373,M,F26693_SI,0.0295482528,0.121658992,+,+
r374,M,F26693_SI,0.0268817213,-0.070607167,+,-
r427,M,F26693_SI,0.0128462604,0.0351698557,+,+
r443,M,F26693_SI,0.0075913762,-0.066328343,+,-
r517,M,F26693_SI,0.00394836,-0.031915819,+,-
r732,M,F26693_SI,0.0006158134,-0.032865265,+,-
r799,M,F26693_SI,0.001310714,-0.056253222,+,-
r820,M,F26693_SI,-0.00262628,0.1325605432,-,+
r85,M,F26693_SI,0.024479902,0.0355526506,+,+
w38,M,F26693_SI,-0.002926522,-0.034379095,-,-
w52,M,F26693_SI,-0.033267967,0.0485060116,-,+
w59,M,F26693_SI,-0.001028389,-0.036243869,-,-
w64,M,F26693_SI,0.0022713226,0.0021796565,+,+
w68,M,F26693_SI,-0.00762813,-0.031897549,-,-
w76,M,F26693_SI,-0.002699646,-0.037845091,-,-
w79,M,F26693_SI,0.0050920505,0.0067016836,+,+
r101,V,F26693_SI,0.0303917594,0.0716069516,+,+
r208,V,F26693_SI,-0.013286651,0.0967667585,-,+
r315,V,F26693_SI,-0.059872019,0.0482131604,-,+
r324,V,F26693_SI,-0.043536758,0.0174148356,-,+
r335,V,F26693_SI,0.008956141,-0.005174182,+,-
r340,V,F26693_SI,0.0064988657,-0.026841815,+,-
r350,V,F26693_SI,-0.016124768,-0.009426087,-,-
r357,V,F26693_SI,-0.007084612,-0.025819714,-,-
r358,V,F26693_SI,0.0097030416,-0.046553529,+,-
r360,V,F26693_SI,0.0042743737,-0.042568094,+,-
r365,V,F26693_SI,0.0126047541,-0.033903432,+,-
r373,V,F26693_SI,0.0196579886,0.0407915971,+,+
r374,V,F26693_SI,0.0140051911,-0.029922336,+,-
r427,V,F26693_SI,-0.001719125,0.0353769989,-,+
r443,V,F26693_SI,0.0161784764,-0.052743727,+,-
r517,V,F26693_SI,0.0101187864,-0.024257553,+,-
r732,V,F26693_SI,0.0106706808,-0.03445126,+,-
r799,V,F26693_SI,0.0059659625,-0.061909823,+,-
r820,V,F26693_SI,-0.018635559,0.1418801972,-,+
r85,V,F26693_SI,0.0092113174,0.030533694,+,+
w38,V,F26693_SI,0.0065008569,-0.047421978,+,-
w52,V,F26693_SI,-0.031148649,0.0620811187,-,+
w59,V,F26693_SI,0.0089396192,-0.050493619,+,-
w64,V,F26693_SI,-0.00426787,0.007574639,-,+
w68,V,F26693_SI,0.0015773315,-0.035022581,+,-
w76,V,F26693_SI,0.0071327082,-0.028306936,+,-
w79,V,F26693_SI,0.0132881555,0.0025767146,+,+
r280,M,F26761_SI,0.0675277459,0.0196261251,+,+
r324,M,F26761_SI,-0.035181376,0.1763393071,-,+
r335,M,F26761_SI,0.1200796034,0.1772691013,+,+
r350,M,F26761_SI,0.0273763867,-0.090882,+,-
r358,M,F26761_SI,0.03702382,0.0520888896,+,+
r360,M,F26761_SI,0.0059766978,-0.188972945,+,-
r362,M,F26761_SI,0.1745170212,0.1482037615,+,+
r365,M,F26761_SI,-0.01674327,-0.194104501,-,-
r373,M,F26761_SI,0.0276955029,-0.118384842,+,-
r374,M,F26761_SI,0.0465854532,0.0236819676,+,+
r427,M,F26761_SI,0.04014534,-0.261459975,+,-
r491,M,F26761_SI,-0.01627945,-0.388716165,-,-
r502,M,F26761_SI,0.1466357091,0.0491674924,+,+
r517,M,F26761_SI,0.0187378741,0.1475814493,+,+
r737,M,F26761_SI,-0.163581101,-0.094708474,-,-
r799,M,F26761_SI,0.0026794363,-0.131635253,+,-
r820,M,F26761_SI,0.0078491506,0.2937213517,+,+
r857,M,F26761_SI,0.0828576453,-0.081134238,+,-
r907,M,F26761_SI,-0.217699549,0.4276825435,-,+
w38,M,F26761_SI,-0.426894711,0.9134307413,-,+
w47,M,F26761_SI,-0.13765308,0.1716651557,-,+
w52,M,F26761_SI,-0.019249463,-0.401382176,-,-
w55,M,F26761_SI,0.0585086634,-0.103223538,+,-
w59,M,F26761_SI,-0.015825081,-0.408476684,-,-
w64,M,F26761_SI,0.0198540938,-0.209272239,+,-
w67,M,F26761_SI,0.0225231173,-0.330063564,+,-
w68,M,F26761_SI,0.1464033126,0.3337865232,+,+
w76,M,F26761_SI,-0.131389448,0.0233804958,-,+
w79,M,F26761_SI,0.1275199547,0.044791688,+,+
r280,V,F26761_SI,0.0517969197,-0.132088424,+,-
r324,V,F26761_SI,-0.041965856,0.0416184231,-,+
r335,V,F26761_SI,0.0948901131,0.2264919204,+,+
r350,V,F26761_SI,0.0248500454,-0.100213024,+,-
r358,V,F26761_SI,0.0040866267,0.3008074843,+,+
r360,V,F26761_SI,0.0096447823,-0.227326144,+,-
r362,V,F26761_SI,0.1738211368,0.1293501237,+,+
r365,V,F26761_SI,-0.031064474,-0.180816418,-,-
r373,V,F26761_SI,0.0632746159,-0.130506346,+,-
r374,V,F26761_SI,-0.006257732,0.1042452334,-,+
r427,V,F26761_SI,0.0926152487,-0.193230062,+,-
r491,V,F26761_SI,-0.01701042,-0.394717461,-,-
r502,V,F26761_SI,0.0021962609,0.0219212674,+,+
r517,V,F26761_SI,0.0654918468,-0.082856554,+,-
r737,V,F26761_SI,-0.168639492,-0.085665026,-,-
r799,V,F26761_SI,0.0129756333,-0.122210364,+,-
r820,V,F26761_SI,0.0236323024,0.2659275659,+,+
r857,V,F26761_SI,0.0621906822,-0.193351598,+,-
r907,V,F26761_SI,-0.235377767,0.5590181103,-,+
w38,V,F26761_SI,-0.310031198,0.6948558018,-,+
w47,V,F26761_SI,-0.197856538,0.2129825691,-,+
w52,V,F26761_SI,-0.021339424,-0.404948082,-,-
w55,V,F26761_SI,0.0256125311,-0.214150173,+,-
w59,V,F26761_SI,-0.032161935,-0.384746062,-,-
w64,V,F26761_SI,0.0129090279,-0.236208243,+,-
w67,V,F26761_SI,0.0177025309,-0.157480078,+,-
w68,V,F26761_SI,0.2993901608,0.5820565274,+,+
w76,V,F26761_SI,-0.094093753,-0.065103205,-,-
w79,V,F26761_SI,0.1187181232,0.1663422375,+,+
r21,M,F26918_SI,-0.025390216,0.2558415295,-,+
r280,M,F26918_SI,0.0278069065,-0.366739966,+,-
r309,M,F26918_SI,-0.013176839,0.209316141,-,+
r324,M,F26918_SI,-0.012778295,0.1712337315,-,+
r335,M,F26918_SI,-0.054928618,0.2123232657,-,+
r362,M,F26918_SI,0.0288437225,-0.36384053,+,-
r373,M,F26918_SI,-0.003133542,0.1789632665,-,+
r426,M,F26918_SI,-0.00191107,0.1702185827,-,+
r427,M,F26918_SI,0.0263641959,-0.360688895,+,-
r491,M,F26918_SI,-0.011164151,0.211666734,-,+
r517,M,F26918_SI,0.0761979676,0.2819025831,+,+
r799,M,F26918_SI,0.0293637493,-0.365714156,+,-
r810,M,F26918_SI,-0.138020648,0.3343176574,-,+
r853,M,F26918_SI,0.0290281563,-0.356252178,+,-
r907,M,F26918_SI,0.0270718472,-0.365348954,+,-
w59,M,F26918_SI,0.0158268361,0.1528011872,+,+
r21,V,F26918_SI,-0.036211183,0.3165224151,-,+
r280,V,F26918_SI,0.0196677605,-0.355852312,+,-
r309,V,F26918_SI,-0.03855943,0.1838795067,-,+
r324,V,F26918_SI,-0.016555193,0.1660162703,-,+
r335,V,F26918_SI,-0.017112451,0.196701769,-,+
r362,V,F26918_SI,0.0209016748,-0.352931171,+,-
r373,V,F26918_SI,-0.025958192,0.1819746528,-,+
r426,V,F26918_SI,-0.004346865,0.1513000941,-,+
r427,V,F26918_SI,0.0181315646,-0.349669415,+,-
r491,V,F26918_SI,-0.001146599,0.2697699257,-,+
r517,V,F26918_SI,0.1317979541,0.2396652806,+,+
r799,V,F26918_SI,0.0197422229,-0.356028039,+,-
r810,V,F26918_SI,-0.129035645,0.3259979723,-,+
r853,V,F26918_SI,0.0200928069,-0.350928168,+,-
r907,V,F26918_SI,0.0189658848,-0.352155028,+,-
w59,V,F26918_SI,0.0196256889,0.0857362463,+,+
r136,M,F26920_SI,0.050249705,-0.178562883,+,-
r21,M,F26920_SI,-0.102666962,1.1414564965,-,+
r309,M,F26920_SI,-0.02913826,0.0058179954,-,+
r324,M,F26920_SI,-0.02826068,-0.024780112,-,-
r335,M,F26920_SI,-0.053509757,-0.061921448,-,-
r362,M,F26920_SI,0.034949498,-0.118081046,+,-
r373,M,F26920_SI,0.0136194793,-0.080838417,+,-
r426,M,F26920_SI,0.0456103732,-0.126505176,+,-
r427,M,F26920_SI,0.0004354163,-0.027274817,+,-
r491,M,F26920_SI,0.0560888445,-0.662540392,+,-
r517,M,F26920_SI,0.043949127,-0.035285087,+,-
r810,M,F26920_SI,-0.018561899,-0.006543041,-,-
r853,M,F26920_SI,0.0288336649,-0.019866142,+,-
w59,M,F26920_SI,-0.057873998,0.1948783786,-,+
w68,M,F26920_SI,0.0162754464,0.0000456913,+,+
r136,V,F26920_SI,-0.011132604,-0.068323119,-,-
r21,V,F26920_SI,-0.078759397,1.460355456,-,+
r309,V,F26920_SI,-0.005366689,-0.165815876,-,-
r324,V,F26920_SI,-0.033591707,-0.036945038,-,-
r335,V,F26920_SI,-0.045382676,-0.100403438,-,-
r362,V,F26920_SI,0.0049841376,-0.109913219,+,-
r373,V,F26920_SI,0.0152185541,-0.12876316,+,-
r426,V,F26920_SI,0.0648819468,-0.194450224,+,-
r427,V,F26920_SI,-0.002824877,-0.040487385,-,-
r491,V,F26920_SI,0.0516538609,-0.686001659,+,-
r517,V,F26920_SI,0.0959665283,-0.12539635,+,-
r810,V,F26920_SI,-0.043742352,0.0658112906,-,+
r853,V,F26920_SI,0.0583456875,-0.12437038,+,-
w59,V,F26920_SI,-0.087440894,0.1816399404,-,+
w68,V,F26920_SI,0.0171904812,0.0730631612,+,+
r208,M,F27070_SI,0.0057317154,-0.018801885,+,-
r21,M,F27070_SI,-0.010238235,0.0601787224,-,+
r217,M,F27070_SI,0.0059323501,-0.018521871,+,-
r280,M,F27070_SI,0.0003918833,0.0414463354,+,+
r287,M,F27070_SI,-0.002133435,-0.02542239,-,-
r315,M,F27070_SI,0.0026345491,-0.033647066,+,-
r324,M,F27070_SI,0.0016309012,-0.012397975,+,-
r335,M,F27070_SI,0.0019258701,-0.010292175,+,-
r340,M,F27070_SI,0.0198168903,0.0103954219,+,+
r358,M,F27070_SI,-0.004861097,0.0496885591,-,+
r362,M,F27070_SI,-0.000346521,-0.019337133,-,-
r374,M,F27070_SI,0.0040164216,-0.010201699,+,-
r392,M,F27070_SI,0.0016124374,0.0151552535,+,+
r427,M,F27070_SI,-0.002332644,-0.019881772,-,-
r491,M,F27070_SI,-0.003216778,0.0319055932,-,+
r502,M,F27070_SI,0.0094060483,-0.024057942,+,-
r517,M,F27070_SI,0.0017997253,0.0562829314,+,+
r799,M,F27070_SI,0.0014940859,-0.012021752,+,-
r810,M,F27070_SI,0.0074352083,-0.017435448,+,-
r820,M,F27070_SI,0.002595925,-0.011709614,+,-
r83,M,F27070_SI,0.0086651628,-0.020075414,+,-
r857,M,F27070_SI,-0.023581868,0.0455458174,-,+
r907,M,F27070_SI,-0.024684014,0.0296834605,-,+
w47,M,F27070_SI,0.002287615,-0.049565575,+,-
w55,M,F27070_SI,-0.014023553,-0.004902586,-,-
w64,M,F27070_SI,0.0045324918,-0.027763635,+,-
w67,M,F27070_SI,0.0035088642,-0.004246163,+,-
r208,V,F27070_SI,0.0028812053,-0.0234575,+,-
r21,V,F27070_SI,-0.007237311,0.0554345355,-,+
r217,V,F27070_SI,0.0018567752,-0.019710963,+,-
r280,V,F27070_SI,0.0001160591,0.0348334267,+,+
r287,V,F27070_SI,-0.005491797,-0.010876745,-,-
r315,V,F27070_SI,0.0038247946,-0.029020412,+,-
r324,V,F27070_SI,0.0032965341,-0.016804565,+,-
r335,V,F27070_SI,0.0072890003,-0.013301017,+,-
r340,V,F27070_SI,0.0107858592,0.0088508549,+,+
r358,V,F27070_SI,-0.006705838,0.0412218725,-,+
r362,V,F27070_SI,0.0027517818,-0.027599053,+,-
r374,V,F27070_SI,-0.001421528,-0.009185796,-,-
r392,V,F27070_SI,-0.001301546,0.0310835502,-,+
r427,V,F27070_SI,-0.00242125,-0.004885899,-,-
r491,V,F27070_SI,-0.004311277,0.0395817565,-,+
r502,V,F27070_SI,0.0031886165,-0.020400877,+,-
r517,V,F27070_SI,0.0029895225,0.0671303115,+,+
r799,V,F27070_SI,-0.000489535,-0.007670759,-,-
r810,V,F27070_SI,0.0052687594,-0.010501757,+,-
r820,V,F27070_SI,-0.004664263,-0.004196482,-,-
r83,V,F27070_SI,0.010296527,-0.018176143,+,-
r857,V,F27070_SI,-0.006318257,0.0007812896,-,+
r907,V,F27070_SI,-0.005956339,0.0095305493,-,+
w47,V,F27070_SI,0.002117314,-0.046496191,+,-
w55,V,F27070_SI,-0.00897597,-0.012963307,-,-
w64,V,F27070_SI,0.0024061459,-0.020015614,+,-
w67,V,F27070_SI,-0.003773985,0.0068149357,-,+
r280,M,F2714_SI,-0.020080674,0.0344123902,-,+
r315,M,F2714_SI,0.0422108051,-0.03292627,+,-
r324,M,F2714_SI,-0.032361436,-0.072772257,-,-
r357,M,F2714_SI,0.0002886558,-0.193356468,+,-
r360,M,F2714_SI,-0.003097992,-0.085113989,-,-
r365,M,F2714_SI,0.0246738521,0.0243362353,+,+
r373,M,F2714_SI,0.0037480966,-0.195563079,+,-
r374,M,F2714_SI,-0.047356335,0.0525568841,-,+
r427,M,F2714_SI,-0.041003751,0.1916477519,-,+
r491,M,F2714_SI,0.0005314894,-0.196528186,+,-
r517,M,F2714_SI,0.0314024747,0.1335142804,+,+
r799,M,F2714_SI,-0.073741437,0.1792311408,-,+
r820,M,F2714_SI,0.0052673533,-0.197238209,+,-
w38,M,F2714_SI,0.0048225198,-0.119813164,+,-
w47,M,F2714_SI,-0.067148844,-0.057733578,-,-
w52,M,F2714_SI,0.0818067882,0.3256364034,+,+
w55,M,F2714_SI,0.04620208,0.5487598658,+,+
w59,M,F2714_SI,0.0281647293,-0.009260896,+,-
w64,M,F2714_SI,0.0013155374,-0.192791321,+,-
w68,M,F2714_SI,-0.005460576,0.0536075906,-,+
w76,M,F2714_SI,0.0089156535,0.001425028,+,+
w79,M,F2714_SI,0.0109010106,-0.192030155,+,-
r280,V,F2714_SI,-0.034107017,0.059601333,-,+
r315,V,F2714_SI,0.0264827769,0.0452703052,+,+
r324,V,F2714_SI,-0.028830682,-0.07739988,-,-
r357,V,F2714_SI,0.0140927639,-0.190711079,+,-
r360,V,F2714_SI,0.0282442101,-0.124415476,+,-
r365,V,F2714_SI,0.0188424908,-0.028594449,+,-
r373,V,F2714_SI,0.0081597279,-0.198484134,+,-
r374,V,F2714_SI,-0.021094564,0.1114457661,-,+
r427,V,F2714_SI,-0.041984092,0.1917709386,-,+
r491,V,F2714_SI,0.0051906856,-0.203037151,+,-
r517,V,F2714_SI,0.0642353033,0.1106121784,+,+
r799,V,F2714_SI,-0.051181504,0.1455051132,-,+
r820,V,F2714_SI,0.0051741786,-0.204949542,+,-
w38,V,F2714_SI,0.0116243676,-0.138930832,+,-
w47,V,F2714_SI,-0.07076522,-0.04949306,-,-
w52,V,F2714_SI,-0.002276198,0.4687689466,-,+
w55,V,F2714_SI,0.0543865573,0.4733058862,+,+
w59,V,F2714_SI,0.0104966199,-0.047221541,+,-
w64,V,F2714_SI,0.0083103802,-0.202164625,+,-
w68,V,F2714_SI,-0.007971571,0.0617208411,-,+
w76,V,F2714_SI,-0.017603089,-0.001194954,-,-
w79,V,F2714_SI,0.0205738757,-0.201404586,+,-
r101,M,F27775_SI,0.0219934769,0.1089008479,+,+
r21,M,F27775_SI,0.0151606882,0.0950550583,+,+
r280,M,F27775_SI,0.0091886575,0.0610114238,+,+
r287,M,F27775_SI,-0.006033973,-0.037025407,-,-
r324,M,F27775_SI,-0.003520501,-0.042052351,-,-
r340,M,F27775_SI,0.0042394484,-0.045880446,+,-
r350,M,F27775_SI,-0.002388996,-0.043893776,-,-
r357,M,F27775_SI,-0.009736017,-0.025371235,-,-
r358,M,F27775_SI,-0.007244562,0.2040434333,-,+
r362,M,F27775_SI,0.0028278987,-0.013480523,+,-
r374,M,F27775_SI,0.0036929432,-0.024634923,+,-
r517,M,F27775_SI,0.0061770043,-0.040304471,+,-
r799,M,F27775_SI,0.0036079195,-0.014545851,+,-
r820,M,F27775_SI,-0.007760526,0.0337120892,-,+
r83,M,F27775_SI,-0.009594002,-0.010857729,-,-
r85,M,F27775_SI,-0.007075316,-0.034942722,-,-
r907,M,F27775_SI,-0.016893634,0.0059439139,-,+
w114,M,F27775_SI,0.0022628563,-0.033149189,+,-
w38,M,F27775_SI,0.0067396832,-0.0254327,+,-
w47,M,F27775_SI,-0.006568359,-0.035181333,-,-
w52,M,F27775_SI,0.0050229887,-0.016208859,+,-
w55,M,F27775_SI,-0.005652212,-0.037445777,-,-
w67,M,F27775_SI,0.0015545325,-0.028259474,+,-
r101,V,F27775_SI,0.0102857441,0.1840252394,+,+
r21,V,F27775_SI,0.0223565665,0.0884225247,+,+
r280,V,F27775_SI,0.0071117348,0.0731212279,+,+
r287,V,F27775_SI,-0.003507593,-0.043244448,-,-
r324,V,F27775_SI,-0.003923831,-0.042411972,-,-
r340,V,F27775_SI,0.0049186296,-0.047156741,+,-
r350,V,F27775_SI,0.0007242536,-0.051168475,+,-
r357,V,F27775_SI,-0.005521488,-0.03546833,-,-
r358,V,F27775_SI,-0.004538849,0.1748585266,-,+
r362,V,F27775_SI,0.0094030673,-0.025185861,+,-
r374,V,F27775_SI,0.0023928517,-0.016739935,+,-
r517,V,F27775_SI,0.0084088249,-0.052654206,+,-
r799,V,F27775_SI,0.0076498015,-0.0275289,+,-
r820,V,F27775_SI,-0.014618393,0.0349040688,-,+
r83,V,F27775_SI,-0.00529335,-0.012722271,-,-
r85,V,F27775_SI,-0.01821947,-0.013820694,-,-
r907,V,F27775_SI,-0.014665075,-0.00190931,-,-
w114,V,F27775_SI,-0.006785384,-0.022208603,-,-
w38,V,F27775_SI,0.0055884914,-0.027886764,+,-
w47,V,F27775_SI,-0.005401578,-0.038366114,-,-
w52,V,F27775_SI,0.0008346234,-0.018186921,+,-
w55,V,F27775_SI,-0.001037286,-0.04802469,-,-
w67,V,F27775_SI,0.0038377079,-0.030647352,+,-
r101,M,F27994_SI,-0.006284958,-0.070285659,-,-
r208,M,F27994_SI,-0.006103872,-0.066249717,-,-
r21,M,F27994_SI,0.0116368683,0.0647443558,+,+
r217,M,F27994_SI,-0.006092769,-0.06990128,-,-
r309,M,F27994_SI,-0.003809077,-0.070474552,-,-
r315,M,F27994_SI,0.0089999821,0.1320915118,+,+
r340,M,F27994_SI,0.0438467322,0.0547337321,+,+
r357,M,F27994_SI,-0.007124323,-0.066501652,-,-
r358,M,F27994_SI,0.0028838911,0.1058550038,+,+
r362,M,F27994_SI,-0.010116413,0.1308567575,-,+
r365,M,F27994_SI,-0.006211521,-0.070222726,-,-
r380,M,F27994_SI,-0.005818473,-0.070194086,-,-
r426,M,F27994_SI,0.0173270008,0.2126346346,+,+
r427,M,F27994_SI,-0.006143054,-0.070159417,-,-
r491,M,F27994_SI,-0.006379404,-0.070040147,-,-
r502,M,F27994_SI,-0.006551625,-0.07013011,-,-
r517,M,F27994_SI,-0.006192855,-0.069977086,-,-
r820,M,F27994_SI,0.0031668047,0.116714159,+,+
r83,M,F27994_SI,0.0105309706,0.1585118206,+,+
r853,M,F27994_SI,-0.006560318,-0.070112724,-,-
r857,M,F27994_SI,0.0200538559,0.1989346388,+,+
r907,M,F27994_SI,-0.007132757,-0.068967847,-,-
w38,M,F27994_SI,-0.007000437,-0.068404444,-,-
w52,M,F27994_SI,-0.006283756,-0.070155725,-,-
w68,M,F27994_SI,-0.007161766,-0.067771849,-,-
w79,M,F27994_SI,-0.007478728,-0.065527594,-,-
r101,V,F27994_SI,-0.003320792,-0.072180197,-,-
r208,V,F27994_SI,-0.002960756,-0.069313767,-,-
r21,V,F27994_SI,0.02989706,0.0928337888,+,+
r217,V,F27994_SI,-0.002815423,-0.0726441,-,-
r309,V,F27994_SI,-0.000614432,-0.0703888,-,-
r315,V,F27994_SI,0.0194356334,0.1277454672,+,+
r340,V,F27994_SI,0.0104379554,0.0803626608,+,+
r357,V,F27994_SI,-0.003685512,-0.067416454,-,-
r358,V,F27994_SI,0.0142760336,0.106256961,+,+
r362,V,F27994_SI,-0.020879847,0.1240488134,-,+
r365,V,F27994_SI,-0.003286819,-0.072168476,-,-
r380,V,F27994_SI,-0.003320792,-0.072373738,-,-
r426,V,F27994_SI,0.0093645751,0.200716629,+,+
